timestamp,endpoint_name,model,sorted_index,question_id,max_tokens,run_idx,ttft_s,gen_time_s,total_wall_s,output_tokens,token_count_method,tokens_per_s,input_tokens,reasoning_tokens,visible_output_tokens,total_tokens,usage_json,correct,finish_reason,refusal,provider,request_id,outcome,billed_output_tokens,thinking_tokens,inference_time_s,tool_time_s,retry_api_time_s,backoff_time_s,harness_overhead_s,first_stream_event_latency_s,first_stream_event_ts,first_observable_output_ts,last_observable_output_ts,observable_chunk_count,endpoint_base_url,endpoint_region,tool_configuration,sandbox_image,cpu_memory_limits,economy_policy,serial_execution
2026-06-28T02:55:03.338106+00:00,anthropic-compat,claude-haiku-4-5,0,668825f80a642802bdfeadfa,8192,1,0.584240,4.394000,4.982696,379,stream_usage,86.253983,,not_reported,,,,not_recorded,not_reported,not_reported,not_recorded,not_reported,unknown,not_recorded,not_reported,4.982696,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T02:55:49.406085+00:00,anthropic-compat,claude-haiku-4-5,0,668825f80a642802bdfeadfa,8192,1,0.531075,3.932439,4.479546,396,stream_usage,100.700863,,not_reported,,,,not_recorded,not_reported,not_reported,not_recorded,not_reported,unknown,not_recorded,not_reported,4.479546,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T02:55:53.887373+00:00,anthropic-compat,claude-haiku-4-5,0,668825f80a642802bdfeadfa,8192,2,1.460631,4.203906,5.689110,390,stream_usage,92.770866,,not_reported,,,,not_recorded,not_reported,not_reported,not_recorded,not_reported,unknown,not_recorded,not_reported,5.689110,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T03:07:42.351506+00:00,anthropic-compat,claude-haiku-4-5,0,668825f80a642802bdfeadfa,8192,1,1.000434,4.112861,5.174225,395,stream_usage,96.040202,,not_reported,,,,not_recorded,not_reported,not_reported,not_recorded,not_reported,unknown,not_recorded,not_reported,5.174225,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T03:17:03.351725+00:00,anthropic-compat-check,claude-haiku-4-5,0,668825f80a642802bdfeadfa,64,1,0.672542,0.489930,1.178304,64,stream_usage,130.630973,,not_reported,,,,not_recorded,length,no,not_recorded,not_reported,incomplete_max_tokens,not_recorded,not_reported,1.178304,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T03:22:24.560303+00:00,anthropic-sonnet-thinking,claude-sonnet-4-5,0,668825f80a642802bdfeadfa,30000,1,42.483246,4.859329,47.387862,2272,stream_usage,467.554233,,not_reported,,,,not_recorded,stop,no,not_recorded,not_reported,completed,not_recorded,not_reported,47.387862,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T03:30:35.044400+00:00,anthropic-sonnet-effort-xhigh,claude-sonnet-4-5,0,668825f80a642802bdfeadfa,30000,1,0.986296,11.333648,12.367353,485,stream_usage_includes_thinking,39.216152,,not_reported,,,,not_recorded,stop,no,not_recorded,not_reported,completed,not_recorded,not_reported,12.367353,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T03:40:26.685167+00:00,anthropic-sonnet-effort-xhigh-physics,claude-sonnet-4-5,5,66b727d367968fa27f2dddda,30000,1,2.330152,16.829539,19.234418,1341,stream_usage_includes_thinking,69.718774,179,not_reported,,1520,"{""completion_tokens"": 1341, ""completion_tokens_details"": null, ""prompt_tokens"": 179, ""prompt_tokens_details"": null, ""total_tokens"": 1520}",not_recorded,stop,no,not_recorded,not_reported,completed,1341,not_reported,19.234418,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:05:47.157919+00:00,anthropic-opus-4-8-math,claude-opus-4-8,2,669402b41dcb3d5a1ef9e951,30000,1,1.995601,9.797561,11.808363,1003,stream_usage,102.372420,151,not_reported,,1154,"{""completion_tokens"": 1003, ""completion_tokens_details"": null, ""prompt_tokens"": 151, ""prompt_tokens_details"": null, ""total_tokens"": 1154}",not_recorded,stop,no,not_recorded,not_reported,completed,1003,not_reported,11.808363,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:13:59.636112+00:00,anthropic-opus-4-8-effort-xhigh-math,claude-opus-4-8,2,669402b41dcb3d5a1ef9e951,30000,1,1.092891,10.426653,11.547822,1117,stream_usage_includes_thinking,96.728201,151,not_reported,,1268,"{""completion_tokens"": 1117, ""completion_tokens_details"": null, ""prompt_tokens"": 151, ""prompt_tokens_details"": null, ""total_tokens"": 1268}",not_recorded,stop,no,not_recorded,not_reported,completed,1117,not_reported,11.547822,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:21:15.918110+00:00,anthropic-opus-4-8-effort-xhigh-physics,claude-opus-4-8,5,66b727d367968fa27f2dddda,30000,1,0.868079,7.555225,8.449731,756,stream_usage_includes_thinking,89.470306,256,not_reported,,1012,"{""completion_tokens"": 756, ""completion_tokens_details"": null, ""prompt_tokens"": 256, ""prompt_tokens_details"": null, ""total_tokens"": 1012}",not_recorded,stop,no,not_recorded,not_reported,completed,756,not_reported,8.449731,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:47:11.612090+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,2,669402b41dcb3d5a1ef9e951,60000,1,1.085858,8.333412,9.459262,849,stream_usage_includes_thinking,89.753302,151,not_reported,,1000,"{""completion_tokens"": 849, ""completion_tokens_details"": null, ""prompt_tokens"": 151, ""prompt_tokens_details"": null, ""total_tokens"": 1000}",not_recorded,stop,no,not_recorded,not_reported,completed,849,not_reported,9.459262,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:47:44.223786+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,7,66b91693d86bff9a12fc1f99,60000,1,,,1.477949,1,stream_usage_includes_thinking,0.676613,672,not_reported,,673,"{""completion_tokens"": 1, ""completion_tokens_details"": null, ""prompt_tokens"": 672, ""prompt_tokens_details"": null, ""total_tokens"": 673}",not_recorded,content_filter,yes,not_recorded,not_reported,refusal,1,not_reported,1.477949,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:48:10.529213+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,15,66e88728ba7d8bc0d5806f3a,60000,1,1.201849,6.000638,7.236959,518,stream_usage_includes_thinking,71.577022,563,not_reported,,1081,"{""completion_tokens"": 518, ""completion_tokens_details"": null, ""prompt_tokens"": 563, ""prompt_tokens_details"": null, ""total_tokens"": 1081}",not_recorded,stop,no,not_recorded,not_reported,completed,518,not_reported,7.236959,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:48:45.322654+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,5,66b727d367968fa27f2dddda,60000,1,1.064180,14.019206,15.498083,1658,stream_usage_includes_thinking,106.980971,256,not_reported,,1914,"{""completion_tokens"": 1658, ""completion_tokens_details"": null, ""prompt_tokens"": 256, ""prompt_tokens_details"": null, ""total_tokens"": 1914}",not_recorded,stop,no,not_recorded,not_reported,completed,1658,not_reported,15.498083,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:49:27.176160+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,0,668825f80a642802bdfeadfa,60000,1,1.183670,3.318408,4.552515,253,stream_usage_includes_thinking,55.573681,174,not_reported,,427,"{""completion_tokens"": 253, ""completion_tokens_details"": null, ""prompt_tokens"": 174, ""prompt_tokens_details"": null, ""total_tokens"": 427}",not_recorded,stop,no,not_recorded,not_reported,completed,253,not_reported,4.552515,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
2026-06-28T05:49:58.408065+00:00,opus48-xhigh-60k-category-q1,claude-opus-4-8,1,668828540a642802bdfeadfc,60000,1,1.149036,5.724600,6.879711,529,stream_usage_includes_thinking,76.892770,350,not_reported,,879,"{""completion_tokens"": 529, ""completion_tokens_details"": null, ""prompt_tokens"": 350, ""prompt_tokens_details"": null, ""total_tokens"": 879}",not_recorded,stop,no,not_recorded,not_reported,completed,529,not_reported,6.879711,0,0,0,0,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_recorded,not_reported,none,not_applicable,not_applicable,none,yes
